ReportSystemID;Sprachkenner;ReportKlasse;Bezeichnung;Sortierung;ObjektTyp;ObjektName;Datenquelle;VBG;VB;ET;ParaFilter;ParaAnsicht;ParaMitLogo;ParaKommentar;ParaDoku;DokuName;FilterTyp;Eigentuemer;UnterKlasse;Druckart;Reportgruppe;Datensort
220;IT;I;interpretazione;0;1;NULL;NULL;ma_tool;opt_nutzung;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
221;DE;W;Auftragsblatt zur techn. Interpretation (Abgleich APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
221;EN;W;Techn. Interpretation (Compare with APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
221;FR;W;Interprétation technique (Compare with APDIAS);99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
221;IT;W;foglio d´ordine per interpretazione tecnica (pareggio APDIAS;99;2;NULL;NULL;ma_apdias;auftragsblatt;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsblatt;smtext.Dokument;Auftragsblatt;2;NULL;K;NULL;NULL;NULL
222;DE;M;konkretes Angebot;4;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Angebot;2;NULL;F;NULL;NULL;NULL
222;EN;M;Offer;4;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Angebot;2;NULL;F;NULL;NULL;NULL
222;FR;M;Offre concrète;4;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Angebot;2;NULL;F;NULL;NULL;NULL
222;IT;M;offerta concreta;4;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Angebot;2;NULL;F;NULL;NULL;NULL
223;DE;M;Auftragsbestätigung;8;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Auftragsbestätigung;2;NULL;K;NULL;NULL;NULL
223;EN;M;Confirmation of order;8;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Auftragsbestätigung;2;NULL;K;NULL;NULL;NULL
223;FR;M;Confirmation de la commande;8;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Auftragsbestätigung;2;NULL;K;NULL;NULL;NULL
223;IT;M;conferma d´ordine;8;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Auftragsbestätigung;2;NULL;K;NULL;NULL;NULL
224;DE;M;Infoangebot;2;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Infoangebot;2;NULL;F;NULL;NULL;NULL
224;EN;M;Informational offer;2;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Infoangebot;2;NULL;F;NULL;NULL;NULL
224;FR;M;offre pour information;2;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Infoangebot;2;NULL;F;NULL;NULL;NULL
224;IT;M;offerta d´informazione;2;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Infoangebot;2;NULL;F;NULL;NULL;NULL
225;DE;M;Auftragseingangsbestätigung;7;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;AuftragsbestätigungE;2;NULL;K;NULL;NULL;NULL
225;EN;M;Confirmation of order entry;7;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;AuftragsbestätigungE;2;NULL;K;NULL;NULL;NULL
225;FR;M;entrée en vigueur de la commande;7;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;AuftragsbestätigungE;2;NULL;K;NULL;NULL;NULL
225;IT;M;conferma di ricevimento d´ordine;7;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;AuftragsbestätigungE;2;NULL;K;NULL;NULL;NULL
226;DE;M;Kalkulationsliste Vertretung;15;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Kalkulation;2;NULL;NULL;NULL;NULL;NULL
226;EN;M;Calculation List (dealer);15;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Kalkulation;2;NULL;NULL;NULL;NULL;NULL
226;FR;M;liste de calculation (représentant);15;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Kalkulation;2;NULL;NULL;NULL;NULL;NULL
226;IT;M;lista calcolo di prezzi (rappresentante);15;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;Kalkulation;2;NULL;NULL;NULL;NULL;NULL
227;DE;M;Infoangebot-Vorabdruck;1;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;InfoangebotV;2;NULL;F;NULL;NULL;NULL
227;EN;M;Informational offer (preview);1;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;InfoangebotV;2;NULL;F;NULL;NULL;NULL
227;FR;M;offre pour information (prévisionnelle);1;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;InfoangebotV;2;NULL;F;NULL;NULL;NULL
227;IT;M;offerta d´informazione (stampa anticipata);1;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;InfoangebotV;2;NULL;F;NULL;NULL;NULL
228;DE;M;konkretes Angebot -Vorabdruck;3;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;AngebotV;2;NULL;F;NULL;NULL;NULL
228;EN;M;Offer (Preview);3;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;AngebotV;2;NULL;F;NULL;NULL;NULL
228;FR;M;Offre concrète (prévisionnelle);3;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;AngebotV;2;NULL;F;NULL;NULL;NULL
228;IT;M;offerta concreta (stampa anticipata);3;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;AngebotV;2;NULL;F;NULL;NULL;NULL
229;DE;M;Detailkalkulation-TO;19;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationTO;2;NULL;NULL;NULL;NULL;NULL
229;EN;M;Detail Calculation (TO);19;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationTO;2;NULL;NULL;NULL;NULL;NULL
229;FR;M;Calculation détaillée (TO);19;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationTO;2;NULL;NULL;NULL;NULL;NULL
229;IT;M;calcolo dettagliato (TO);19;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationTO;2;NULL;NULL;NULL;NULL;NULL
230;DE;M;Ausschreibung;6;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;Ausschreibung;2;NULL;F;NULL;NULL;NULL
230;EN;M;Tenders;6;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;Ausschreibung;2;NULL;F;NULL;NULL;NULL
230;FR;M;Appel d'Offres;6;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;Ausschreibung;2;NULL;F;NULL;NULL;NULL
230;IT;M;bando;6;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;Ausschreibung;2;NULL;F;NULL;NULL;NULL
231;DE;M;Auftragsbestätigung ohne Preise (Betriebsauftrag);9;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Betriebsauftrag;2;NULL;K;NULL;NULL;NULL
231;EN;M;Confirmation of order without prices;9;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Betriebsauftrag;2;NULL;K;NULL;NULL;NULL
231;FR;M;Confirmation de commande sans prix;9;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Betriebsauftrag;2;NULL;K;NULL;NULL;NULL
231;IT;M;conferma d´ordine (senza prezzi);9;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Angebot;smtext.Dokument;Betriebsauftrag;2;NULL;K;NULL;NULL;NULL
232;DE;M;Detailkalkulation-Rubrik;18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationRu;2;NULL;NULL;NULL;NULL;NULL
232;EN;M;Detail Calculation (Category);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationRu;2;NULL;NULL;NULL;NULL;NULL
232;FR;M;Calculation détaillée (par catégories);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationRu;2;NULL;NULL;NULL;NULL;NULL
232;IT;M;calcolo di prezzo dettagliato (categoria);18;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Auftragsbestätigung;smtext.Dokument;DetailkalkulationRu;2;NULL;NULL;NULL;NULL;NULL
233;DE;M;Ausschreibung - Vorabdruck;5;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;AusschreibungV;2;NULL;F;NULL;NULL;NULL
233;EN;M;Tenders - Preview;5;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;AusschreibungV;2;NULL;F;NULL;NULL;NULL
233;FR;M;appel d'offres - Prévision;5;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;AusschreibungV;2;NULL;F;NULL;NULL;NULL
233;IT;M;bando - stampa anticipata;5;2;NULL;NULL;ma_druck;DOKUMENTE;START;smtext.Filter;smtext.Ansicht;NULL;Ausschreibung;smtext.Dokument;AusschreibungV;2;NULL;F;NULL;NULL;NULL
234;DE;I;Auftragseingang;NULL;4;Auftragseingang;RP_Auftragseingang;ma_reports;auftragseingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
234;EN;I;Order entry;NULL;4;Auftragseingang;RP_Auftragseingang;ma_reports;auftragseingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
234;FR;I;entrée en vigueur de la commande;NULL;4;Auftragseingang;RP_Auftragseingang;ma_reports;auftragseingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
234;IT;I;ricevimento d´ordine;NULL;4;Auftragseingang;RP_Auftragseingang;ma_reports;auftragseingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
235;DE;I;Auftragsbestand_Baumonat;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand;start;smtext.Filter;NULL;NULL;NULL;smtext.Dokument;AB_Baumonat;1;NULL;NULL;1;NULL;NULL
235;EN;I;Orders on hand - month of production;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand;start;smtext.Filter;NULL;NULL;NULL;smtext.Dokument;AB_Baumonat;1;NULL;NULL;1;NULL;NULL
235;FR;I;contingent de Commande - mois de production;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand;start;smtext.Filter;NULL;NULL;NULL;smtext.Dokument;AB_Baumonat;1;NULL;NULL;1;NULL;NULL
235;IT;I;portafoglio ordini - mese di produzione;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand;start;smtext.Filter;NULL;NULL;NULL;smtext.Dokument;AB_Baumonat;1;NULL;NULL;1;NULL;NULL
236;DE;I;Auftragsbestand_Auftragseingang;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand_aeingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
236;EN;I;Orders on hand;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand_aeingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
236;FR;I;Commande confirmée;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand_aeingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
236;IT;I;portafoglio ordini - ricevimento ordini;NULL;4;Auftragsbestand_Baumonat;RP_Auftragseingang_Baumonat;ma_reports;auftragsbestand_aeingang;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
238;DE;I;Preisauskunft;0;2;NULL;NULL;ma_katalog;preisauskunft;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
238;EN;I;Preisauskunft;0;2;NULL;NULL;ma_katalog;preisauskunft;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
238;FR;I;renseignement de prix;0;2;NULL;NULL;ma_katalog;preisauskunft;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
238;IT;I;informazione di prezzo;0;2;NULL;NULL;ma_katalog;preisauskunft;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;NULL;NULL
239;DE;I;Auftragsabwicklung;0;2;Auftragsabwicklung;NULL;ma_reports;auftragsabwicklung;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;Auftrag;NULL
239;EN;I;Order processing;0;2;Auftragsabwicklung;NULL;ma_reports;auftragsabwicklung;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;Auftrag;NULL
239;FR;I;Liquidation de commande;0;2;Auftragsabwicklung;NULL;ma_reports;auftragsabwicklung;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;Auftrag;NULL
239;IT;I;svolgimento d´ordini;0;2;Auftragsabwicklung;NULL;ma_reports;auftragsabwicklung;start;Dummy;NULL;NULL;NULL;NULL;NULL;0;NULL;NULL;NULL;Auftrag;NULL
240;DE;I;Auftragsabwicklung_Liste;NULL;4;Auftragsabwicklung_Liste;RP_Auftragsuebersicht;ma_reports;auftragsabwicklung_liste;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
240;EN;I;Order processing list;NULL;4;Auftragsabwicklung_Liste;RP_Auftragsuebersicht;ma_reports;auftragsabwicklung_liste;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
240;FR;I;Liste des commandes liquidées;NULL;4;Auftragsabwicklung_Liste;RP_Auftragsuebersicht;ma_reports;auftragsabwicklung_liste;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
240;IT;I;lista svolgimento d´ordini;NULL;4;Auftragsabwicklung_Liste;RP_Auftragsuebersicht;ma_reports;auftragsabwicklung_liste;start;smtext.Filter;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;1;NULL;NULL
242;DE;I;Vo_002_M-PIC-Übersicht;NULL;5;Vo_002_M-PIC-Übersicht;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;EN;I;Vo_002_M-PIC-Übersicht;NULL;5;Vo_002_M-PIC-Übersicht;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;FR;I;Vo_002_M-PIC-vue d´ensemble;NULL;5;Vo_002_M-PIC-Übersicht;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
242;IT;I;Vo_002_M-PIC-prospettiva;NULL;5;Vo_002_M-PIC-Übersicht;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;DE;I;Vo_003_Offene Kontakte;NULL;5;Vo_003_Offene Kontakte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;EN;I;Vo_003_Offene Kontakte;NULL;5;Vo_003_Offene Kontakte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;FR;I;Vo_003_contacts vacants;NULL;5;Vo_003_Offene Kontakte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
243;IT;I;Vo_003_contatti aperti;NULL;5;Vo_003_Offene Kontakte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;DE;I;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;5;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;EN;I;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;5;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;FR;I;"Vo_004_commandes; no.-GP manque dans l´adresse";NULL;5;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
244;IT;I;"Vo_004_ordini; numero GP manca nel indirizzo";NULL;5;"Vo_004_Aufträge; GP-Nummer fehlt in der Anschrift";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;DE;I;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;5;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;EN;I;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;5;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;FR;I;Vo_005_liste de référence tout les LKZ tout les FZG depuis 2;NULL;5;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
245;IT;I;Vo_005_lista referenze tutti LKZ tutti FZG da 2002;NULL;5;Vo_005_Referenzliste alle LKZ alle FZG seit 2002;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;DE;I;Vo_006_Entscheidungsstrukturen - alle;NULL;5;Vo_006_Entscheidungsstrukturen - alle;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;EN;I;Vo_006_Entscheidungsstrukturen - alle;NULL;5;Vo_006_Entscheidungsstrukturen - alle;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;FR;I;Vo_006_toute les structures de décision;NULL;5;Vo_006_Entscheidungsstrukturen - alle;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
246;IT;I;Vo_006_strutture decisioni - tutte;NULL;5;Vo_006_Entscheidungsstrukturen - alle;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;DE;I;Vo_007_SW-Verwendung Aufträge;NULL;5;Vo_007_SW-Verwendung Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;EN;I;Vo_007_SW-Verwendung Aufträge;NULL;5;Vo_007_SW-Verwendung Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;FR;I;Vo_007_SW-commandes d´utilisation;NULL;5;Vo_007_SW-Verwendung Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;IT;I;Vo_007_SW-utilizzazione ordini;NULL;5;Vo_007_SW-Verwendung Aufträge;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;DE;I;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;5;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;EN;I;Vo_008_offres vacantes tout les résponsables de dossier;NULL;5;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;FR;I;Vo_008_offres vacantes tout les résponsables de dossier;NULL;5;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
248;IT;I;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;5;Vo_008_Offene Angebote alle Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;DE;I;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;5;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;EN;I;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;5;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;FR;I;Vo_009_commandes vacantes par résponsable de dossier;NULL;5;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
249;IT;I;Vo_009_ordini aperte per incaricato;NULL;5;Vo_009_Offene Aufträge pro Sachbearbeiter;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;DE;I;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;5;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;EN;I;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;5;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;FR;I;Vo_010_offres vacantes par résponsable de dossier individuel;NULL;5;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;IT;I;Vo_010_offerte aperte per ogni singolo incaricato;NULL;5;Vo_010_Offene Angebote pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
251;DE;I;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;5;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
251;EN;I;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;5;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
251;FR;I;Vo_011_commandes vacantes par résponsable de dossier, indivi;NULL;5;Vo_011_Offene Aufträge pro Sachbearbeiter einzeln;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
